date,loan_month,policy_rate_pct,inflation_yoy_pct,cpi_mom_pct,nominal_wage_monthly_approx,real_wage_growth_pct,real_policy_rate_pct,debt_burden_indicator_pct,predicted_macro_pressure,prob_Low,prob_Medium,prob_High,monthly_inflation,monthly_wage_growth
2028-08-01,32,13.498531779467763,6.797758075451445,0.8874326484876338,7166388.036341722,-5.251960536391477,6.700773704016318,35.57323307171373,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0007949265476006051
2028-09-01,33,13.498508813672345,6.797678428939132,0.8874326484876338,7171650.527068602,-5.371309553228183,6.700830384733213,35.57321781876622,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0007343295814004058
2028-10-01,34,13.49848670869352,6.79761471172928,0.8874326484876338,7176515.724413556,-5.4812532608306626,6.700871996964239,35.573203141186085,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0006783929761484675
2028-11-01,35,13.498465432265686,6.797563737961399,0.8874326484876338,7181013.622164605,-5.582560396087189,6.700901694304287,35.57318901726948,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0006267523020604404
2028-12-01,36,13.498444953332639,6.797522958947094,0.8874326484876338,7185171.949719369,-5.675932848872872,6.700921994385545,35.57317542613127,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0005790725061332047
2029-01-01,37,13.498425242002238,6.797490335735651,0.8874326484876338,7189016.343035932,-5.76201205246612,6.700934906266587,35.57316234767414,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0005350454162356133
2029-02-01,38,13.498406269502782,6.797464237166495,0.8874326484876338,7192570.502677707,-5.841384681969841,6.700942032336287,35.57314976255888,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0004943874755853894
2029-03-01,39,13.498388008141001,6.797443358311171,0.8874326484876338,7195856.339926672,-5.914587746678045,6.70094464982983,35.573137652175774,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.000456837683793454
2029-04-01,40,13.49837043126164,6.797426655226912,0.8874326484876338,7198894.111865719,-5.982113150195477,6.700943776034728,35.57312599861712,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0004221557234531659
2029-05-01,41,13.498353513208551,6.797413292759504,0.8874326484876338,7201702.54626294,-6.044411781895467,6.700940220449047,35.57311478465073,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0003901202536917836
2029-06-01,42,13.498337229287248,6.797402602785579,0.8874326484876338,7204298.957027723,-6.101897194660671,6.700934626501669,35.573103993694396,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00036052735420599724
2029-07-01,43,13.498321555728852,6.797394050806438,0.8874326484876338,7206699.350950454,-6.154948916522551,6.700927504922414,35.57309360979148,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0003331891051507885
2029-08-01,44,13.498306469655404,6.797387209223126,0.8874326484876338,7208918.526383878,-6.203915437579198,6.700919260432278,35.57308361758721,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0003079322898533743
2029-09-01,45,13.49829194904647,6.797381735956475,0.8874326484876338,7210970.164474475,-6.249116908250984,6.700910213089995,35.57307400230605,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00028459720873375005
2029-10-01,46,13.498277972707,6.797377357343155,0.8874326484876338,7212866.913506297,-6.290847580378007,6.700900615363844,35.57306474972982,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0002630365940448076
2029-11-01,47,13.498264520236381,6.797373854452499,0.8874326484876338,7214620.466877238,-6.329378018754556,6.700890665783882,35.57305584617664,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00024311461613923946
2029-12-01,48,13.498251571998678,6.797371052139974,0.8874326484876338,7216241.635188463,-6.364957107330934,6.700880519858703,35.57304727848079,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00022470597291546213
2030-01-01,49,13.49823910909395,6.797368810289955,0.8874326484876338,7217740.412891426,-6.39781387140989,6.700870298803995,35.573039033973146,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00020769505495144003
2030-02-01,50,13.498227113330683,6.797367016809939,0.8874326484876338,7219126.039903344,-6.4281591346522315,6.700860096520745,35.57303110046249,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00019197517957869614
2030-03-01,51,13.498215567199221,6.797365582025925,0.8874326484876338,7220407.058570996,-6.4561870275277915,6.700849985173296,35.57302346621748,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00017744788781515197
2030-04-01,52,13.498204453846219,6.797364434198716,0.8874326484876338,7221591.366334022,-6.482076361953126,6.700840019647503,35.57301611994931,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00016402229866252505
2030-05-01,53,13.498193757050036,6.797363515936947,0.8874326484876338,7222686.264412388,-6.505991885205873,6.7008302411130884,35.57300905079499,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00015161451580758545
2030-06-01,54,13.498183461197057,6.797362781327533,0.8874326484876338,7223698.502818179,-6.528085424763476,6.700820679869524,35.57300224830131,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00014014708222598316
2030-07-01,55,13.498173551258912,6.7973621936400015,0.8874326484876338,7224634.3219692055,-6.5484969344505,6.70081135761891,35.57299570240937,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.0001295484786167922
2030-08-01,56,13.498164012770525,6.797361723489976,0.8874326484876338,7225499.491160987,-6.567355451170138,6.700802289280549,35.57298940343973,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00011975266196517786
2030-09-01,57,13.498154831809016,6.7973613473699555,0.8874326484876338,7226299.344134273,-6.584779970521125,6.70079348443906,35.57298334207803,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00011069864087098757
2030-10-01,58,13.498145994973362,6.79736104647394,0.8874326484876338,7227038.811957393,-6.600880248740673,6.700784948499422,35.572977509361316,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,0.00010233008458482296
2030-11-01,59,13.498137489364847,6.797360805757126,0.8874326484876338,7227722.453426125,-6.615757537656754,6.700776683607721,35.5729718966647,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,9.459496296071457e-05
2030-12-01,60,13.498129302568238,6.797360613183677,0.8874326484876338,7228354.483168541,-6.62950525865935,6.700768689384561,35.572966495688625,Medium,0.21775834032032876,0.7261543580923695,0.05608730158730159,0.008874326484876339,8.744521479475686e-05
